,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
382,Jason Preston,PG,23,LAC,5,0,8.8,1.2,3.2,.375,0.4,1.6,.250,0.8,1.6,.500,.438,0.0,0.4,.000,0.2,0.8,1.0,1.6,0.0,0.0,0.8,0.8,2.8
383,Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,.346,0.8,3.0,.250,1.5,3.5,.429,.404,1.8,2.3,.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,7.0
384,Taurean Prince,SF,28,MIN,18,0,19.6,2.8,5.7,.495,1.2,3.0,.389,1.7,2.7,.612,.597,1.1,1.2,.864,0.3,2.2,2.5,1.2,0.3,0.2,1.2,2.4,7.9
385,Payton Pritchard,PG,25,BOS,19,1,11.4,1.7,4.4,.386,0.9,2.6,.340,0.8,1.7,.455,.488,0.4,0.5,.700,0.6,0.9,1.5,1.3,0.3,0.1,0.7,0.4,4.6
386,Trevelin Queen,PG,25,IND,2,0,10.0,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,0.5,1.0,1.5,1.0,0.5,0.5,1.5,0.5,0.0
387,Neemias Queta,C,23,SAC,3,0,6.7,2.0,2.7,.750,0.0,0.0,,2.0,2.7,.750,.750,0.0,0.7,.000,1.3,1.3,2.7,0.3,0.0,0.3,0.3,2.0,4.0
388,Immanuel Quickley,PG,23,NYK,32,1,24.0,3.5,8.8,.404,1.4,4.2,.346,2.1,4.6,.456,.486,1.8,2.2,.855,0.5,3.4,4.0,2.9,1.0,0.1,1.4,1.9,10.3
389,Julius Randle,PF,28,NYK,32,32,33.9,7.6,16.3,.464,2.3,6.9,.324,5.3,9.3,.569,.534,5.2,6.7,.771,2.0,7.3,9.3,3.6,0.7,0.2,2.7,3.1,22.5
390,Austin Reaves,SG,24,LAL,29,10,29.5,3.5,6.7,.521,1.2,3.2,.391,2.2,3.5,.637,.613,2.6,2.8,.915,0.7,2.4,3.1,2.1,0.6,0.4,1.1,1.7,10.8
391,Cam Reddish,SF,23,NYK,20,8,21.9,3.1,6.8,.449,0.9,2.8,.304,2.2,4.0,.550,.511,1.5,1.7,.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4
392,Davon Reed,SG,27,DEN,21,1,10.4,0.8,2.6,.296,0.5,1.5,.355,0.2,1.1,.217,.398,0.4,0.6,.750,0.2,1.2,1.5,0.5,0.2,0.1,0.6,1.1,2.5
393,Paul Reed,C,23,PHI,26,0,10.5,1.3,2.4,.548,0.0,0.1,.000,1.3,2.3,.576,.548,0.3,0.5,.667,1.3,2.2,3.5,0.5,0.8,0.6,0.7,2.2,2.9
394,Naz Reid,C,23,MIN,26,3,16.5,3.9,7.0,.557,0.9,2.4,.381,3.0,4.6,.650,.623,1.2,1.8,.625,0.9,3.4,4.3,0.9,0.5,0.8,1.0,2.3,9.9
395,Nick Richards,C,25,CHO,32,0,19.1,3.4,5.6,.615,0.0,0.0,,3.4,5.6,.615,.615,2.2,3.0,.732,3.0,3.5,6.5,0.7,0.2,0.8,0.8,2.3,9.1
396,Josh Richardson,SG,29,SAS,21,3,23.2,3.7,9.0,.413,1.9,5.0,.368,1.9,4.0,.470,.516,1.4,1.6,.853,0.5,1.9,2.4,2.9,0.8,0.1,1.8,1.7,10.7
397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Austin Rivers,SG,30,MIN,22,6,18.3,1.9,3.9,.477,1.0,2.3,.412,0.9,1.6,.571,.599,1.0,1.0,.913,0.1,1.5,1.6,1.1,0.5,0.0,0.5,1.5,5.6
399,Duncan Robinson,SF,28,MIA,23,0,18.5,2.3,6.3,.356,1.6,5.0,.322,0.7,1.3,.484,.483,0.8,0.9,.900,0.3,1.8,2.0,1.3,0.3,0.0,0.8,2.1,6.9
400,Mitchell Robinson,C,24,NYK,24,23,25.0,3.3,4.5,.731,0.0,0.0,,3.3,4.5,.731,.731,1.0,1.9,.533,4.2,4.2,8.3,0.8,0.7,1.9,0.6,2.8,7.6
401,Orlando Robinson,C,22,MIA,5,0,16.2,2.2,4.4,.500,0.0,1.0,.000,2.2,3.4,.647,.500,1.0,1.4,.714,0.8,2.6,3.4,1.2,1.0,0.6,0.6,1.8,5.4
402,Jeremiah Robinson-Earl,PF,22,OKC,26,18,21.1,3.3,6.7,.489,1.1,2.9,.382,2.2,3.8,.571,.572,0.8,1.1,.786,2.0,3.0,5.0,1.0,0.7,0.4,0.6,1.9,8.5
403,Isaiah Roby,PF,24,SAS,25,1,12.0,1.7,3.8,.448,0.6,1.6,.341,1.2,2.2,.527,.521,0.4,0.9,.435,0.4,2.2,2.6,1.2,0.5,0.2,0.7,1.3,4.4
404,David Roddy,PF,21,MEM,30,1,19.4,2.5,6.3,.400,1.0,3.4,.284,1.6,2.9,.534,.476,0.7,1.1,.636,0.7,2.2,2.8,0.7,0.4,0.3,0.8,1.4,6.7
405,Ryan Rollins,PG,20,GSW,11,0,5.5,0.5,1.7,.316,0.3,0.8,.333,0.3,0.9,.300,.395,0.5,0.5,1.000,0.2,0.7,0.9,0.5,0.1,0.1,1.5,0.9,1.9
406,Derrick Rose,PG,34,NYK,23,0,12.9,2.4,6.1,.397,0.8,2.3,.340,1.7,3.8,.432,.461,0.4,0.4,1.000,0.3,1.3,1.6,1.9,0.3,0.2,0.9,0.7,6.1
407,Terrence Ross,SG,31,ORL,30,8,23.6,3.1,7.6,.406,1.5,4.2,.354,1.6,3.4,.471,.504,0.4,0.5,.733,0.3,1.8,2.1,1.3,0.7,0.2,1.1,1.4,8.1
408,Terry Rozier,PG,28,CHO,22,22,36.0,8.0,20.1,.396,2.5,8.0,.314,5.5,12.1,.449,.458,2.5,3.0,.831,1.1,3.4,4.5,5.5,0.7,0.2,2.5,2.1,20.9
409,D'Angelo Russell,PG,26,MIN,30,30,32.2,6.1,13.3,.460,2.3,6.5,.354,3.8,6.8,.561,.546,1.9,2.4,.792,0.5,2.6,3.1,6.4,1.2,0.5,2.8,2.2,16.5
410,Matt Ryan,SF,25,TOT,17,0,8.5,0.9,3.1,.302,0.8,2.3,.359,0.1,0.8,.143,.434,0.2,0.3,.800,0.1,0.7,0.8,0.4,0.2,0.0,0.2,0.8,2.9
411,Matt Ryan,SF,25,LAL,12,0,10.8,1.3,4.1,.306,1.1,2.9,.371,0.2,1.2,.143,.439,0.3,0.4,.800,0.2,1.0,1.2,0.3,0.2,0.0,0.3,1.2,3.9
412,Matt Ryan,SF,25,MIN,5,0,3.2,0.2,0.8,.250,0.2,0.8,.250,0.0,0.0,,.375,0.0,0.0,,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.6
413,Domantas Sabonis,PF,26,SAC,30,30,33.6,6.6,10.5,.623,0.5,1.1,.412,6.1,9.4,.649,.646,4.3,5.8,.731,2.8,9.6,12.3,6.6,0.8,0.5,2.5,3.7,17.9
414,Dario Šarić,PF,28,PHO,15,3,11.5,1.4,3.9,.356,0.5,1.7,.320,0.9,2.3,.382,.424,0.5,0.7,.800,1.1,2.3,3.3,1.0,0.2,0.1,0.6,1.6,3.9
415,Jordan Schakel,SF,24,WAS,2,0,3.0,0.5,1.0,.500,0.5,0.5,1.000,0.0,0.5,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5
416,Admiral Schofield,PF,25,ORL,22,0,12.6,1.7,3.6,.481,0.8,2.2,.367,0.9,1.4,.667,.595,0.5,0.5,1.000,0.8,1.2,2.0,0.7,0.2,0.1,0.2,2.0,4.8
417,Dennis Schröder,PG,29,LAL,17,14,26.7,3.7,8.5,.434,1.0,2.9,.347,2.7,5.6,.479,.493,2.4,2.6,.909,0.1,1.8,1.9,3.7,0.5,0.0,1.5,2.1,10.8
418,Dereon Seabron,SG,22,NOP,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,Alperen Şengün,C,20,HOU,28,25,26.6,5.7,10.4,.545,0.1,0.8,.174,5.5,9.6,.576,.551,2.9,3.7,.779,3.4,5.3,8.7,2.3,0.6,1.0,2.1,3.3,14.4
420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Collin Sexton,SG,24,UTA,27,10,24.5,4.9,9.9,.493,0.9,2.6,.362,4.0,7.4,.538,.539,3.6,4.4,.831,0.8,1.6,2.4,3.0,0.6,0.1,1.8,2.3,14.3
422,Landry Shamet,SG,25,PHO,23,1,18.2,2.6,6.7,.392,1.8,4.7,.393,0.8,2.0,.391,.529,1.2,1.3,.900,0.3,0.8,1.1,1.8,0.7,0.2,0.8,1.3,8.2
423,Day'Ron Sharpe,C,21,BRK,17,1,8.9,1.4,2.6,.511,0.2,0.2,.750,1.2,2.4,.488,.544,0.7,1.0,.706,1.3,2.1,3.4,0.6,0.2,0.6,0.7,1.8,3.6
424,Shaedon Sharpe,SG,19,POR,31,5,20.0,3.3,7.1,.466,0.9,2.6,.341,2.4,4.5,.540,.529,0.5,0.9,.630,0.8,1.7,2.5,0.5,0.4,0.2,0.6,1.4,8.1
425,Pascal Siakam,C,28,TOR,22,22,36.4,9.2,18.9,.488,1.5,4.2,.348,7.8,14.7,.528,.526,6.3,8.0,.784,1.8,6.8,8.6,6.8,1.0,0.4,2.4,3.1,26.2
426,Ben Simmons,PG,26,BRK,22,17,27.1,3.7,6.0,.617,0.0,0.0,.000,3.7,6.0,.621,.617,0.8,1.7,.486,0.9,5.7,6.5,6.0,1.3,0.5,2.2,3.6,8.3
427,Marko Simonovic,C,23,CHI,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,Anfernee Simons,SG,23,POR,30,30,35.8,8.1,18.1,.446,4.0,10.2,.392,4.1,7.9,.517,.557,2.7,3.0,.900,0.3,2.7,2.9,4.2,0.8,0.2,2.2,2.5,22.8
429,Jericho Sims,C,24,NYK,24,2,12.7,1.8,2.3,.786,0.0,0.0,,1.8,2.3,.786,.786,0.3,0.4,.800,1.8,2.3,4.2,0.3,0.2,0.7,0.4,1.7,4.0
430,Marcus Smart,PG,28,BOS,28,28,33.2,4.2,9.8,.431,1.9,5.5,.340,2.4,4.3,.545,.526,1.5,1.9,.774,0.6,2.7,3.3,7.3,1.3,0.4,2.4,3.1,11.8
431,Dennis Smith Jr.,PG,25,CHO,15,11,27.9,4.1,8.9,.463,0.7,2.0,.333,3.5,6.9,.500,.500,0.4,0.8,.500,0.6,2.7,3.3,5.7,1.8,0.7,1.5,2.3,9.3
432,Dru Smith,SG,25,MIA,5,1,13.4,1.0,2.8,.357,0.2,1.2,.167,0.8,1.6,.500,.393,0.0,0.0,,0.2,1.6,1.8,1.0,0.8,0.6,0.2,2.0,2.2
433,Ish Smith,PG,34,DEN,13,0,9.7,1.4,3.5,.400,0.2,0.5,.333,1.2,3.0,.410,.422,0.1,0.2,.500,0.1,1.0,1.1,1.9,0.2,0.5,1.0,0.7,3.0
434,Jabari Smith Jr.,PF,19,HOU,30,30,30.2,4.0,10.7,.376,2.0,5.7,.343,2.1,5.0,.413,.467,1.8,2.2,.831,1.2,5.8,7.1,0.7,0.5,1.0,1.3,3.2,11.8
435,Jalen Smith,PF,22,IND,31,27,21.4,3.8,8.7,.439,1.1,3.9,.281,2.7,4.8,.568,.502,1.7,2.2,.765,1.7,4.7,6.4,1.1,0.4,1.0,1.3,2.2,10.4
436,Jeremy Sochan,PF,19,SAS,24,21,24.0,3.3,7.2,.462,0.4,2.0,.184,3.0,5.2,.573,.488,0.5,1.2,.429,1.2,3.0,4.2,2.2,0.8,0.5,1.5,2.6,7.5
437,Jaden Springer,PG,20,PHI,4,0,2.8,0.5,1.3,.400,0.0,0.0,,0.5,1.3,.400,.400,0.3,0.5,.500,0.3,0.5,0.8,0.0,0.0,0.5,0.3,0.5,1.3
438,Lamar Stevens,PF,25,CLE,17,14,23.8,2.6,6.0,.441,0.6,1.9,.333,2.0,4.1,.493,.495,1.0,1.2,.810,0.6,3.5,4.1,0.5,0.5,0.4,0.5,1.5,6.9
439,Isaiah Stewart,C,21,DET,27,27,27.8,3.9,8.4,.465,1.5,4.1,.364,2.4,4.3,.560,.553,2.3,3.0,.756,2.2,6.0,8.2,1.1,0.3,0.7,1.3,2.8,11.6
440,Max Strus,SF,26,MIA,30,18,31.4,4.7,11.7,.402,2.7,8.1,.329,2.0,3.6,.565,.516,1.0,1.3,.816,0.6,2.9,3.4,1.9,0.8,0.3,1.0,2.2,13.1
441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Jalen Suggs,PG,21,ORL,14,13,28.9,4.6,11.1,.419,1.4,4.9,.294,3.2,6.2,.517,.484,1.6,2.5,.657,1.1,2.2,3.3,5.4,1.6,0.6,3.4,3.1,12.4
443,Edmond Sumner,SG,27,BRK,27,9,15.6,2.6,5.5,.463,0.6,2.0,.296,2.0,3.5,.558,.517,1.9,2.0,.926,0.4,1.1,1.5,1.5,0.9,0.2,1.1,1.6,7.6
444,Cole Swider,SF,23,LAL,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
445,Jae'Sean Tate,SF,27,HOU,3,2,22.7,3.3,6.7,.500,0.7,1.7,.400,2.7,5.0,.533,.550,1.0,1.3,.750,2.7,1.7,4.3,3.3,1.0,0.0,1.7,5.0,8.3
446,Jayson Tatum,PF,24,BOS,30,30,37.2,10.0,21.3,.472,3.3,9.3,.358,6.7,12.0,.560,.550,7.2,8.3,.860,1.2,6.9,8.1,4.1,1.1,0.9,2.7,2.1,30.6
447,Terry Taylor,SG,23,IND,16,2,8.0,0.7,1.9,.355,0.1,0.6,.200,0.6,1.3,.429,.387,0.3,0.3,.800,0.6,0.8,1.4,0.4,0.1,0.3,0.3,0.8,1.8
448,Garrett Temple,SG,36,NOP,10,0,7.6,1.0,2.3,.435,0.6,1.4,.429,0.4,0.9,.444,.565,0.3,0.4,.750,0.2,0.6,0.8,0.4,0.6,0.1,0.3,0.6,2.9
449,Dalen Terry,SG,20,CHI,12,0,3.5,0.3,1.0,.333,0.1,0.3,.250,0.3,0.7,.375,.375,0.3,0.3,.750,0.0,0.3,0.3,0.6,0.1,0.2,0.3,0.3,1.0
450,Cam Thomas,SG,21,BRK,24,0,14.6,2.2,5.5,.402,0.5,1.3,.367,1.8,4.3,.412,.443,2.0,2.5,.783,0.1,1.2,1.3,1.5,0.4,0.1,0.8,0.9,6.8
451,Klay Thompson,SG,32,GSW,26,26,30.8,6.5,16.4,.399,3.7,9.7,.378,2.9,6.7,.429,.511,1.3,1.5,.875,0.5,3.1,3.6,2.4,0.7,0.5,1.8,1.9,18.1
452,JT Thor,PF,20,CHO,21,0,10.0,0.8,2.4,.320,0.2,1.3,.185,0.5,1.1,.478,.370,0.5,0.6,.769,0.5,1.2,1.7,0.5,0.3,0.2,0.6,0.7,2.2
453,Matisse Thybulle,SG,25,PHI,26,5,12.2,1.0,2.5,.406,0.4,1.4,.306,0.6,1.1,.536,.492,0.1,0.2,.500,0.3,0.9,1.2,0.4,0.8,0.2,0.2,1.3,2.5
454,Xavier Tillman Sr.,PF,24,MEM,16,0,10.3,1.6,2.7,.605,0.1,0.4,.333,1.5,2.3,.649,.628,0.4,0.9,.429,1.1,1.3,2.4,0.5,0.4,0.4,0.4,1.0,3.8
455,Isaiah Todd,PF,21,WAS,4,0,3.3,0.3,1.0,.250,0.0,0.8,.000,0.3,0.3,1.000,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
456,Obi Toppin,PF,24,NYK,25,0,17.1,2.9,6.8,.421,1.4,3.9,.351,1.5,3.0,.514,.520,0.6,0.7,.824,0.6,3.2,3.8,1.0,0.4,0.2,0.8,1.1,7.7
457,Juan Toscano-Anderson,SF,29,LAL,14,1,10.4,0.9,2.0,.429,0.1,0.8,.182,0.7,1.2,.588,.464,0.4,0.5,.714,0.1,1.7,1.8,0.6,0.2,0.2,0.6,1.4,2.2
458,Karl-Anthony Towns,PF,27,MIN,21,21,33.8,7.3,14.4,.505,1.8,5.6,.325,5.5,8.9,.618,.568,4.4,5.0,.885,1.7,6.5,8.2,5.3,0.8,0.7,3.1,3.9,20.8
459,Gary Trent Jr.,SG,24,TOR,25,18,31.3,5.9,13.8,.430,2.3,6.8,.335,3.6,7.0,.523,.513,2.8,3.6,.778,0.5,1.5,2.0,1.4,1.6,0.1,1.1,1.5,16.9
460,P.J. Tucker,PF,37,PHI,30,30,28.8,1.3,3.2,.411,0.7,1.8,.370,0.6,1.4,.463,.516,0.3,0.4,.818,1.4,3.2,4.6,0.9,0.6,0.3,0.9,2.7,3.6
461,Myles Turner,C,26,IND,26,26,29.5,5.8,10.8,.541,1.7,4.0,.417,4.2,6.8,.612,.617,3.3,4.3,.768,1.4,6.3,7.8,1.5,0.6,2.1,1.7,3.5,16.7
462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Jonas Valančiūnas,C,30,NOP,30,30,23.8,5.3,10.0,.532,0.7,1.8,.407,4.6,8.2,.559,.569,2.4,2.9,.828,2.7,6.6,9.3,1.8,0.3,0.3,2.0,2.8,13.7
464,Jarred Vanderbilt,PF,23,UTA,32,30,24.8,3.5,6.2,.571,0.4,1.1,.389,3.1,5.1,.611,.606,1.1,1.6,.680,2.5,5.7,8.2,2.8,1.2,0.3,1.5,2.8,8.6
465,Fred VanVleet,PG,28,TOR,26,26,37.2,6.1,16.0,.381,2.8,8.6,.327,3.3,7.5,.443,.469,4.0,4.6,.874,0.5,3.3,3.8,6.1,1.7,0.5,1.9,2.8,19.0
466,Devin Vassell,SG,22,SAS,24,19,31.6,7.3,16.0,.455,2.9,7.1,.412,4.4,9.0,.488,.545,2.5,3.1,.813,0.3,3.7,4.0,3.5,1.0,0.4,1.5,1.5,20.0
467,Gabe Vincent,PG,26,MIA,19,0,24.8,3.2,8.1,.390,1.4,4.8,.297,1.7,3.3,.524,.477,1.1,1.3,.840,0.3,1.8,2.1,2.9,0.8,0.1,1.4,2.6,8.8
468,Noah Vonleh,C,27,BOS,19,1,8.4,0.6,1.3,.458,0.1,0.2,.250,0.5,1.1,.500,.479,0.1,0.1,1.000,0.9,1.5,2.4,0.3,0.1,0.4,0.6,1.8,1.3
469,Nikola Vučević,C,32,CHI,31,31,32.5,6.7,13.0,.515,1.7,4.5,.371,5.0,8.5,.591,.579,1.7,2.0,.855,2.0,8.4,10.4,2.9,0.6,0.8,1.9,1.9,16.8
470,Dean Wade,PF,26,CLE,17,9,24.1,2.2,4.9,.452,1.4,3.3,.411,0.9,1.6,.536,.589,0.5,0.8,.692,0.6,3.5,4.1,1.0,0.7,0.4,0.4,2.5,6.4
471,Franz Wagner,SF,21,ORL,33,33,33.5,7.2,14.9,.479,1.5,4.5,.338,5.6,10.5,.539,.529,4.0,4.6,.868,1.0,3.2,4.2,3.4,0.8,0.3,2.3,2.4,19.8
472,Moritz Wagner,C,25,ORL,15,11,26.5,4.2,8.7,.485,0.9,3.5,.269,3.3,5.2,.628,.538,3.2,3.5,.923,1.9,5.0,6.9,2.2,0.9,0.3,1.6,3.2,12.5
473,Ish Wainright,SF,28,PHO,15,1,13.0,1.2,2.9,.409,0.9,2.3,.400,0.3,0.6,.444,.568,0.1,0.2,.667,1.0,1.2,2.2,0.9,0.5,0.2,0.2,1.4,3.5
474,Jabari Walker,SF,20,POR,17,0,7.7,0.7,1.9,.375,0.2,0.6,.273,0.5,1.2,.429,.422,0.2,0.4,.667,0.5,1.4,1.9,0.6,0.1,0.2,0.3,0.9,1.8
475,Kemba Walker,PG,32,DAL,5,1,23.8,4.2,10.0,.420,1.2,4.8,.250,3.0,5.2,.577,.480,3.2,3.8,.842,0.6,2.6,3.2,3.4,0.0,0.4,0.8,2.0,12.8
476,Lonnie Walker IV,SG,24,LAL,28,28,30.4,5.7,12.1,.471,2.1,5.2,.397,3.6,6.9,.526,.556,2.0,2.3,.877,0.3,2.1,2.5,1.5,0.8,0.4,1.0,1.8,15.5
477,John Wall,PG,32,LAC,26,3,22.4,4.2,10.3,.405,0.9,3.4,.261,3.3,7.0,.475,.448,2.6,3.9,.673,0.4,2.3,2.7,5.5,0.8,0.3,2.4,1.5,11.9
478,T.J. Warren,SF,29,BRK,8,0,16.6,3.8,6.8,.556,0.4,1.3,.300,3.4,5.5,.614,.583,0.6,0.8,.833,0.9,1.6,2.5,1.6,0.6,0.1,0.4,1.8,8.5
479,Duane Washington Jr.,SG,22,PHO,16,0,9.2,2.1,5.3,.388,0.8,2.7,.302,1.3,2.6,.476,.465,0.0,0.1,.000,0.0,0.7,0.7,0.9,0.1,0.1,0.6,0.4,4.9
480,P.J. Washington,PF,24,CHO,31,31,31.8,5.3,13.2,.403,1.7,5.5,.318,3.6,7.7,.464,.469,1.9,2.4,.800,1.1,3.8,4.8,2.3,0.7,1.0,1.5,2.6,14.3
481,TyTy Washington Jr.,PG,21,HOU,5,0,8.0,1.8,3.0,.600,0.2,1.2,.167,1.6,1.8,.889,.633,0.2,0.4,.500,0.2,1.0,1.2,1.4,0.2,0.0,0.0,0.8,4.0
482,Yuta Watanabe,SF,28,BRK,19,0,19.2,3.0,5.3,.564,1.6,3.1,.534,1.4,2.3,.605,.718,0.5,0.7,.692,0.8,2.3,3.1,1.1,0.4,0.5,0.4,1.6,8.1
483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Lindy Waters III,SG,25,OKC,9,0,12.8,1.3,3.6,.375,1.2,3.3,.367,0.1,0.2,.500,.547,0.1,0.1,1.000,0.3,1.2,1.6,0.7,0.4,0.0,0.2,1.1,4.0
485,Trendon Watford,PF,22,POR,23,2,17.7,2.0,3.6,.561,0.3,0.8,.389,1.7,2.8,.609,.604,1.3,1.7,.769,0.8,3.3,4.1,1.9,0.5,0.1,1.0,1.9,5.6
486,Peyton Watson,SG,20,DEN,6,0,2.5,0.5,1.5,.333,0.0,0.2,.000,0.5,1.3,.375,.333,0.0,0.0,,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.2,1.0
487,Blake Wesley,SG,19,SAS,2,0,11.5,3.0,4.5,.667,1.0,1.5,.667,2.0,3.0,.667,.778,1.0,2.0,.500,0.5,0.5,1.0,2.0,0.0,0.0,1.0,1.5,8.0
488,Russell Westbrook,PG,34,LAL,28,3,28.1,5.3,13.2,.400,1.0,3.8,.271,4.3,9.4,.452,.439,2.9,4.2,.678,1.2,5.0,6.2,7.6,1.1,0.5,3.6,2.4,14.5
489,Coby White,PG,22,CHI,23,0,20.7,2.8,7.0,.398,1.5,4.6,.330,1.3,2.4,.527,.506,1.0,1.2,.786,0.1,2.4,2.5,1.9,0.7,0.2,1.0,1.7,8.0
490,Derrick White,SG,28,BOS,32,25,25.6,3.2,7.4,.426,1.6,4.1,.385,1.6,3.3,.477,.532,1.8,2.0,.875,0.6,2.4,2.9,3.1,0.8,0.8,1.0,2.4,9.6
491,Jack White,SF,25,DEN,8,0,3.3,0.1,0.8,.167,0.0,0.3,.000,0.1,0.5,.250,.167,0.0,0.0,,0.3,0.4,0.6,0.0,0.1,0.3,0.0,0.5,0.3
492,Aaron Wiggins,SG,24,OKC,24,6,19.3,2.4,5.1,.475,0.7,1.9,.370,1.7,3.2,.539,.545,1.1,1.4,.788,1.0,2.7,3.7,1.6,0.5,0.2,0.8,1.7,6.6
493,Andrew Wiggins,SF,27,GSW,22,22,32.8,7.4,14.5,.511,3.0,6.8,.450,4.4,7.7,.565,.616,1.2,2.0,.628,1.5,3.6,5.1,2.2,1.4,0.8,1.4,2.9,19.1
494,Alondes Williams,SG,23,BRK,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
495,Grant Williams,PF,24,BOS,31,14,28.2,3.3,6.2,.526,1.6,3.7,.435,1.6,2.5,.662,.656,1.2,1.4,.818,1.0,3.6,4.6,1.6,0.8,0.3,0.9,2.6,9.3
496,Jalen Williams,SG,21,OKC,28,15,27.2,4.4,8.5,.515,0.7,2.5,.286,3.7,6.0,.609,.556,1.5,2.0,.745,0.6,2.8,3.3,2.7,0.6,0.4,1.6,2.5,11.0
497,Jaylin Williams,PF,20,OKC,7,0,8.7,1.1,2.6,.444,0.1,0.7,.200,1.0,1.9,.538,.472,0.6,0.9,.667,0.9,1.4,2.3,1.0,0.4,0.0,0.3,1.4,3.0
498,Kenrich Williams,PF,28,OKC,24,3,21.5,3.0,5.7,.526,0.8,2.0,.375,2.3,3.7,.607,.591,0.3,0.8,.421,1.8,2.4,4.1,1.6,0.8,0.2,0.5,1.9,7.1
499,Mark Williams,C,21,CHO,3,0,4.3,1.3,2.3,.571,0.0,0.0,,1.3,2.3,.571,.571,1.0,1.0,1.000,1.3,1.3,2.7,0.0,0.0,0.0,0.7,1.0,3.7
500,Patrick Williams,PF,21,CHI,31,30,27.5,3.6,7.8,.459,1.4,3.2,.424,2.2,4.6,.483,.545,1.0,1.1,.914,1.0,2.9,3.9,1.3,0.6,1.0,1.5,2.0,9.5
501,Robert Williams,C,25,BOS,3,0,19.0,3.3,4.7,.714,0.0,0.0,,3.3,4.7,.714,.714,0.3,0.7,.500,3.3,4.0,7.3,1.3,0.7,1.3,1.0,1.7,7.0
502,Vince Williams Jr.,SG,22,MEM,6,0,6.7,0.5,1.8,.273,0.2,1.3,.125,0.3,0.5,.667,.318,0.0,0.0,,0.2,0.7,0.8,0.3,0.7,0.2,0.0,0.8,1.2
503,Ziaire Williams,SF,21,MEM,6,0,18.0,1.8,6.0,.306,0.2,3.0,.056,1.7,3.0,.556,.319,0.3,0.3,1.000,0.3,3.8,4.2,2.0,0.5,0.3,1.3,1.2,4.2
504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Zion Williamson,PF,22,NOP,25,25,33.4,9.7,16.0,.603,0.2,0.7,.333,9.4,15.3,.616,.611,5.6,7.8,.713,2.1,5.0,7.2,4.7,1.2,0.6,3.1,2.2,25.2
506,Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,.409,0.5,1.6,.311,2.3,5.3,.438,.444,0.7,1.0,.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8
507,James Wiseman,C,21,GSW,16,0,13.5,2.9,4.8,.618,0.1,0.1,.500,2.9,4.6,.622,.625,1.4,2.2,.657,0.9,2.7,3.6,0.8,0.1,0.4,0.8,2.2,7.4
508,Christian Wood,PF,27,DAL,29,4,27.2,6.3,11.8,.536,1.6,4.1,.387,4.8,7.7,.616,.603,2.9,4.2,.702,1.2,6.9,8.1,1.3,0.4,0.7,2.3,2.7,17.2
509,Delon Wright,PG,30,WAS,4,0,22.8,2.5,6.0,.417,0.8,3.0,.250,1.8,3.0,.583,.479,0.8,1.3,.600,1.0,1.5,2.5,3.3,2.8,1.0,1.0,1.3,6.5
510,McKinley Wright IV,PG,24,DAL,2,0,4.0,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.0,0.0,,1.0,0.5,1.5,1.5,0.5,0.0,0.0,0.0,1.0
511,Thaddeus Young,PF,34,TOR,29,9,17.5,2.3,4.2,.537,0.1,0.8,.182,2.1,3.5,.614,.553,0.4,0.6,.813,1.8,2.1,3.9,1.8,1.1,0.1,0.8,1.9,5.1
